ST 1(x),ST 2(y),Rank,Overlap,Overlap/ST 1,ST 1 RCs,ST 2 RCs
SecondarySectorProduct,FoodDrink,15,1893,9.6%,19662,2175
SecondarySectorProduct,Facilities,17,1164,5.9%,19662,2063
SecondarySectorProduct,Products,1.1,---,---,19662,25534
SecondarySectorProduct,PrimarySectorProduct,17,969,4.9%,19662,3383
SecondarySectorProduct,SecondarySectorProduct,0,---,---,19662,19662
SecondarySectorProduct,TertiarySectorService,17,784,4.0%,19662,3258
SecondarySectorProduct,Drugs,15,1566,8.0%,19662,1701
TertiarySectorService,Times,none,0,0.0%,3258,560
TertiarySectorService,TimeTypes,10,1066,32.7%,3258,8142
TertiarySectorService,EventTypes,10,1064,32.7%,3258,7679
TertiarySectorService,Chemistry,none,0,0.0%,3258,881
TertiarySectorService,NaturalMatter,none,0,0.0%,3258,2675
TertiarySectorService,AtomsElements,none,0,0.0%,3258,508
TertiarySectorService,NaturalSubstances,none,0,0.0%,3258,1796
TertiarySectorService,ActionTypes,10,1134,34.8%,3258,9514
TertiarySectorService,SituationTypes,14,345,10.6%,3258,7049
TertiarySectorService,LocationPlace,19,65,2.0%,3258,4396
TertiarySectorService,AreaRegion,19,74,2.3%,3258,2079
TertiarySectorService,Places,16,213,6.5%,3258,8063
TertiarySectorService,SpaceTypes,10,1046,32.1%,3258,33756
TertiarySectorService,Forms,17,168,5.2%,3258,9159
TertiarySectorService,Shapes,13,595,18.3%,3258,14707
TertiarySectorService,NaturalPhenomena,19,68,2.1%,3258,959
TertiarySectorService,Information,14,325,10.0%,3258,6050
TertiarySectorService,VisualInfo,17,144,4.4%,3258,1085
TertiarySectorService,AVInfo,17,144,4.4%,3258,1526
TertiarySectorService,WrittenInfo,19,91,2.8%,3258,1909
TertiarySectorService,StructuredInfo,19,96,2.9%,3258,2108
TertiarySectorService,AudioInfo,none,1,0.0%,3258,453
TertiarySectorService,OrganicChemistry,none,0,0.0%,3258,929
TertiarySectorService,LivingThings,none,0,0.0%,3258,11013
TertiarySectorService,Eukaryotes,none,0,0.0%,3258,9593
TertiarySectorService,Plants,none,0,0.0%,3258,2303
TertiarySectorService,Animals,none,0,0.0%,3258,7087
TertiarySectorService,OrganicMatter,none,0,0.0%,3258,21374
TertiarySectorService,Persons,none,0,0.0%,3258,3641
TertiarySectorService,Agents,none,0,0.0%,3258,8662
TertiarySectorService,Diseases,none,0,0.0%,3258,922
TertiarySectorService,Organizations,none,0,0.0%,3258,4848
TertiarySectorService,ProtistsFungus,none,0,0.0%,3258,187
TertiarySectorService,BiologicalProcesses,none,0,0.0%,3258,295
TertiarySectorService,Geopolitical,none,0,0.0%,3258,2049
TertiarySectorService,Prokaryotes,none,0,0.0%,3258,273
TertiarySectorService,TopicsCategories,20,60,1.8%,3258,1456
TertiarySectorService,EconomicSystems,14,437,13.4%,3258,1159
TertiarySectorService,EmergentKnowledge,20,49,1.5%,3258,179
TertiarySectorService,InquiryMethods,18,112,3.4%,3258,652
TertiarySectorService,LearningProcesses,14,352,10.8%,3258,1799
TertiarySectorService,SocialSystems,13,642,19.7%,3258,5524
TertiarySectorService,Society,15,312,9.6%,3258,4486
TertiarySectorService,Artifacts,1.1,---,---,3258,30947
TertiarySectorService,FoodDrink,none,0,0.0%,3258,2175
TertiarySectorService,Facilities,16,238,7.3%,3258,2063
TertiarySectorService,Products,1.1,---,---,3258,25534
TertiarySectorService,PrimarySectorProduct,none,0,0.0%,3258,3383
TertiarySectorService,SecondarySectorProduct,12,784,24.1%,3258,19662
TertiarySectorService,TertiarySectorService,0,---,---,3258,3258
TertiarySectorService,Drugs,none,0,0.0%,3258,1701
Drugs,Times,none,0,0.0%,1701,560
Drugs,TimeTypes,none,0,0.0%,1701,8142
Drugs,EventTypes,none,0,0.0%,1701,7679
Drugs,Chemistry,14,219,12.9%,1701,881
Drugs,NaturalMatter,14,219,12.9%,1701,2675
Drugs,AtomsElements,none,0,0.0%,1701,508
Drugs,NaturalSubstances,none,0,0.0%,1701,1796
Drugs,ActionTypes,none,0,0.0%,1701,9514
Drugs,SituationTypes,none,0,0.0%,1701,7049
Drugs,LocationPlace,none,0,0.0%,1701,4396
Drugs,AreaRegion,none,0,0.0%,1701,2079
Drugs,Places,none,0,0.0%,1701,8063
Drugs,SpaceTypes,13,294,17.3%,1701,33756
Drugs,Forms,19,48,2.8%,1701,9159
Drugs,Shapes,14,232,13.6%,1701,14707
Drugs,NaturalPhenomena,none,0,0.0%,1701,959
Drugs,Information,none,0,0.0%,1701,6050
Drugs,VisualInfo,none,0,0.0%,1701,1085
Drugs,AVInfo,none,0,0.0%,1701,1526
Drugs,WrittenInfo,none,0,0.0%,1701,1909
Drugs,StructuredInfo,none,0,0.0%,1701,2108
Drugs,AudioInfo,none,0,0.0%,1701,453
Drugs,OrganicChemistry,16,108,6.3%,1701,929
Drugs,LivingThings,20,31,1.8%,1701,11013
Drugs,Eukaryotes,20,31,1.8%,1701,9593
Drugs,Plants,20,27,1.6%,1701,2303
Drugs,Animals,none,0,0.0%,1701,7087
Drugs,OrganicMatter,13,288,16.9%,1701,21374
Drugs,Persons,none,0,0.0%,1701,3641
Drugs,Agents,none,0,0.0%,1701,8662
Drugs,Diseases,none,0,0.0%,1701,922
Drugs,Organizations,none,0,0.0%,1701,4848
Drugs,ProtistsFungus,25,4,0.2%,1701,187
Drugs,BiologicalProcesses,none,0,0.0%,1701,295
Drugs,Geopolitical,none,0,0.0%,1701,2049
Drugs,Prokaryotes,none,0,0.0%,1701,273
Drugs,TopicsCategories,22,12,0.7%,1701,1456
Drugs,EconomicSystems,none,0,0.0%,1701,1159
Drugs,EmergentKnowledge,none,0,0.0%,1701,179
Drugs,InquiryMethods,none,0,0.0%,1701,652
Drugs,LearningProcesses,none,0,0.0%,1701,1799
Drugs,SocialSystems,none,0,0.0%,1701,5524
Drugs,Society,none,0,0.0%,1701,4486
Drugs,Artifacts,1.1,---,---,1701,30947
Drugs,FoodDrink,19,39,2.3%,1701,2175
Drugs,Facilities,none,0,0.0%,1701,2063
Drugs,Products,1.1,---,---,1701,25534
Drugs,PrimarySectorProduct,12,346,20.3%,1701,3383
Drugs,SecondarySectorProduct,2,1566,92.1%,1701,19662
Drugs,TertiarySectorService,none,0,0.0%,1701,3258
Drugs,Drugs,0,---,---,1701,1701
