ST 1(x),ST 2(y),Rank,Overlap,Overlap/ST 1,ST 1 RCs,ST 2 RCs
LocationPlace,InquiryMethods,none,0,0.0%,4396,652
LocationPlace,LearningProcesses,none,0,0.0%,4396,1799
LocationPlace,SocialSystems,20,73,1.7%,4396,5524
LocationPlace,Society,20,70,1.6%,4396,4486
LocationPlace,Artifacts,10,1364,31.0%,4396,30947
LocationPlace,FoodDrink,none,0,0.0%,4396,2175
LocationPlace,Facilities,13,845,19.2%,4396,2063
LocationPlace,Products,12,1096,24.9%,4396,25534
LocationPlace,PrimarySectorProduct,25,10,0.2%,4396,3383
LocationPlace,SecondarySectorProduct,14,517,11.8%,4396,19662
LocationPlace,TertiarySectorService,20,65,1.5%,4396,3258
LocationPlace,Drugs,none,0,0.0%,4396,1701
AreaRegion,Times,none,0,0.0%,2079,560
AreaRegion,TimeTypes,none,0,0.0%,2079,8142
AreaRegion,EventTypes,none,0,0.0%,2079,7679
AreaRegion,Chemistry,none,0,0.0%,2079,881
AreaRegion,NaturalMatter,9,825,39.7%,2079,2675
AreaRegion,AtomsElements,none,0,0.0%,2079,508
AreaRegion,NaturalSubstances,9,825,39.7%,2079,1796
AreaRegion,ActionTypes,none,0,0.0%,2079,9514
AreaRegion,SituationTypes,8,887,42.7%,2079,7049
AreaRegion,LocationPlace,6,1240,59.6%,2079,4396
AreaRegion,AreaRegion,0,---,---,2079,2079
AreaRegion,Places,1.1,---,---,2079,8063
AreaRegion,SpaceTypes,1.1,---,---,2079,33756
AreaRegion,Forms,8,838,40.3%,2079,9159
AreaRegion,Shapes,16,137,6.6%,2079,14707
AreaRegion,NaturalPhenomena,none,0,0.0%,2079,959
AreaRegion,Information,none,0,0.0%,2079,6050
AreaRegion,VisualInfo,none,0,0.0%,2079,1085
AreaRegion,AVInfo,none,0,0.0%,2079,1526
AreaRegion,WrittenInfo,none,0,0.0%,2079,1909
AreaRegion,StructuredInfo,none,0,0.0%,2079,2108
AreaRegion,AudioInfo,none,0,0.0%,2079,453
AreaRegion,OrganicChemistry,none,0,0.0%,2079,929
AreaRegion,LivingThings,none,0,0.0%,2079,11013
AreaRegion,Eukaryotes,none,0,0.0%,2079,9593
AreaRegion,Plants,none,0,0.0%,2079,2303
AreaRegion,Animals,none,0,0.0%,2079,7087
AreaRegion,OrganicMatter,13,341,16.4%,2079,21374
AreaRegion,Persons,none,0,0.0%,2079,3641
AreaRegion,Agents,13,311,15.0%,2079,8662
AreaRegion,Diseases,none,0,0.0%,2079,922
AreaRegion,Organizations,14,304,14.6%,2079,4848
AreaRegion,ProtistsFungus,none,0,0.0%,2079,187
AreaRegion,BiologicalProcesses,none,0,0.0%,2079,295
AreaRegion,Geopolitical,14,270,13.0%,2079,2049
AreaRegion,Prokaryotes,none,0,0.0%,2079,273
AreaRegion,TopicsCategories,none,0,0.0%,2079,1456
AreaRegion,EconomicSystems,none,0,0.0%,2079,1159
AreaRegion,EmergentKnowledge,none,0,0.0%,2079,179
AreaRegion,InquiryMethods,none,0,0.0%,2079,652
AreaRegion,LearningProcesses,none,0,0.0%,2079,1799
AreaRegion,SocialSystems,23,11,0.5%,2079,5524
AreaRegion,Society,23,11,0.5%,2079,4486
AreaRegion,Artifacts,8,862,41.5%,2079,30947
AreaRegion,FoodDrink,none,0,0.0%,2079,2175
AreaRegion,Facilities,15,200,9.6%,2079,2063
AreaRegion,Products,9,795,38.2%,2079,25534
AreaRegion,PrimarySectorProduct,17,105,5.1%,2079,3383
AreaRegion,SecondarySectorProduct,18,73,3.5%,2079,19662
AreaRegion,TertiarySectorService,18,74,3.6%,2079,3258
AreaRegion,Drugs,none,0,0.0%,2079,1701
Places,Times,none,0,0.0%,8063,560
Places,TimeTypes,none,0,0.0%,8063,8142
Places,EventTypes,none,0,0.0%,8063,7679
Places,Chemistry,none,0,0.0%,8063,881
Places,NaturalMatter,14,864,10.7%,8063,2675
Places,AtomsElements,none,0,0.0%,8063,508
Places,NaturalSubstances,14,863,10.7%,8063,1796
Places,ActionTypes,20,129,1.6%,8063,9514
Places,SituationTypes,9,2851,35.4%,8063,7049
Places,LocationPlace,1.1,---,---,8063,4396
Places,AreaRegion,1.1,---,---,8063,2079
Places,Places,0,---,---,8063,8063
Places,SpaceTypes,1.1,---,---,8063,33756
Places,Forms,8,3229,40.0%,8063,9159
Places,Shapes,10,2509,31.1%,8063,14707
Places,NaturalPhenomena,none,1,0.0%,8063,959
Places,Information,24,36,0.4%,8063,6050
Places,VisualInfo,26,10,0.1%,8063,1085
Places,AVInfo,26,10,0.1%,8063,1526
Places,WrittenInfo,none,0,0.0%,8063,1909
Places,StructuredInfo,none,0,0.0%,8063,2108
Places,AudioInfo,none,0,0.0%,8063,453
Places,OrganicChemistry,none,0,0.0%,8063,929
Places,LivingThings,none,0,0.0%,8063,11013
Places,Eukaryotes,none,0,0.0%,8063,9593
Places,Plants,none,0,0.0%,8063,2303
Places,Animals,none,0,0.0%,8063,7087
Places,OrganicMatter,11,2151,26.7%,8063,21374
Places,Persons,none,0,0.0%,8063,3641
Places,Agents,11,2098,26.0%,8063,8662
Places,Diseases,none,0,0.0%,8063,922
Places,Organizations,11,2090,25.9%,8063,4848
Places,ProtistsFungus,none,0,0.0%,8063,187
Places,BiologicalProcesses,none,0,0.0%,8063,295
Places,Geopolitical,1.1,---,---,8063,2049
Places,Prokaryotes,none,0,0.0%,8063,273
Places,TopicsCategories,17,438,5.4%,8063,1456
Places,EconomicSystems,none,3,0.0%,8063,1159
Places,EmergentKnowledge,none,0,0.0%,8063,179
Places,InquiryMethods,none,0,0.0%,8063,652
Places,LearningProcesses,none,0,0.0%,8063,1799
Places,SocialSystems,20,131,1.6%,8063,5524
Places,Society,20,128,1.6%,8063,4486
Places,Artifacts,6,4233,52.5%,8063,30947
Places,FoodDrink,none,0,0.0%,8063,2175
Places,Facilities,12,1725,21.4%,8063,2063
Places,Products,7,3588,44.5%,8063,25534
Places,PrimarySectorProduct,20,134,1.7%,8063,3383
Places,SecondarySectorProduct,10,2708,33.6%,8063,19662
Places,TertiarySectorService,19,213,2.6%,8063,3258
Places,Drugs,none,0,0.0%,8063,1701
SpaceTypes,Times,none,0,0.0%,33756,560
SpaceTypes,TimeTypes,16,2029,6.0%,33756,8142
SpaceTypes,EventTypes,16,2013,6.0%,33756,7679
SpaceTypes,Chemistry,23,187,0.6%,33756,881
SpaceTypes,NaturalMatter,17,1433,4.2%,33756,2675
SpaceTypes,AtomsElements,23,166,0.5%,33756,508
SpaceTypes,NaturalSubstances,18,1143,3.4%,33756,1796
SpaceTypes,ActionTypes,14,3378,10.0%,33756,9514
SpaceTypes,SituationTypes,13,6651,19.7%,33756,7049
SpaceTypes,LocationPlace,1.1,---,---,33756,4396
SpaceTypes,AreaRegion,1.1,---,---,33756,2079
SpaceTypes,Places,1.1,---,---,33756,8063
SpaceTypes,SpaceTypes,0,---,---,33756,33756
SpaceTypes,Forms,1.1,---,---,33756,9159
SpaceTypes,Shapes,1.1,---,---,33756,14707
SpaceTypes,NaturalPhenomena,19,694,2.1%,33756,959
SpaceTypes,Information,15,3170,9.4%,33756,6050
SpaceTypes,VisualInfo,19,866,2.6%,33756,1085
SpaceTypes,AVInfo,18,1260,3.7%,33756,1526
SpaceTypes,WrittenInfo,18,1288,3.8%,33756,1909
SpaceTypes,StructuredInfo,18,1292,3.8%,33756,2108
SpaceTypes,AudioInfo,21,416,1.2%,33756,453
SpaceTypes,OrganicChemistry,20,579,1.7%,33756,929
SpaceTypes,LivingThings,10,10710,31.7%,33756,11013
SpaceTypes,Eukaryotes,11,9367,27.7%,33756,9593
SpaceTypes,Plants,16,2236,6.6%,33756,2303
SpaceTypes,Animals,12,6944,20.6%,33756,7087
SpaceTypes,OrganicMatter,6,18961,56.2%,33756,21374
SpaceTypes,Persons,15,2705,8.0%,33756,3641
SpaceTypes,Agents,12,7411,22.0%,33756,8662
SpaceTypes,Diseases,19,887,2.6%,33756,922
SpaceTypes,Organizations,14,4728,14.0%,33756,4848
SpaceTypes,ProtistsFungus,none,0,0.0%,33756,187
SpaceTypes,BiologicalProcesses,26,25,0.1%,33756,295
SpaceTypes,Geopolitical,1.1,---,---,33756,2049
SpaceTypes,Prokaryotes,none,0,0.0%,33756,273
SpaceTypes,TopicsCategories,19,794,2.4%,33756,1456
SpaceTypes,EconomicSystems,22,244,0.7%,33756,1159
SpaceTypes,EmergentKnowledge,25,72,0.2%,33756,179
SpaceTypes,InquiryMethods,20,492,1.5%,33756,652
SpaceTypes,LearningProcesses,21,483,1.4%,33756,1799
SpaceTypes,SocialSystems,18,1228,3.6%,33756,5524
SpaceTypes,Society,19,963,2.9%,33756,4486
SpaceTypes,Artifacts,6,18299,54.2%,33756,30947
SpaceTypes,FoodDrink,17,1725,5.1%,33756,2175
SpaceTypes,Facilities,17,1988,5.9%,33756,2063
SpaceTypes,Products,7,16532,49.0%,33756,25534
SpaceTypes,PrimarySectorProduct,17,1691,5.0%,33756,3383
SpaceTypes,SecondarySectorProduct,8,14150,41.9%,33756,19662
SpaceTypes,TertiarySectorService,18,1046,3.1%,33756,3258
SpaceTypes,Drugs,22,294,0.9%,33756,1701
Forms,Times,none,0,0.0%,9159,560
Forms,TimeTypes,19,180,2.0%,9159,8142
Forms,EventTypes,20,164,1.8%,9159,7679
Forms,Chemistry,24,29,0.3%,9159,881
Forms,NaturalMatter,15,771,8.4%,9159,2675
Forms,AtomsElements,24,28,0.3%,9159,508
Forms,NaturalSubstances,15,745,8.1%,9159,1796
Forms,ActionTypes,15,909,9.9%,9159,9514
Forms,SituationTypes,12,2052,22.4%,9159,7049
Forms,LocationPlace,13,1706,18.6%,9159,4396
Forms,AreaRegion,15,838,9.1%,9159,2079
Forms,Places,9,3229,35.3%,9159,8063
Forms,SpaceTypes,1.1,---,---,9159,33756
Forms,Forms,0,---,---,9159,9159
Forms,Shapes,7,4158,45.4%,9159,14707
Forms,NaturalPhenomena,20,177,1.9%,9159,959
Forms,Information,19,194,2.1%,9159,6050
Forms,VisualInfo,20,171,1.9%,9159,1085
Forms,AVInfo,20,171,1.9%,9159,1526
Forms,WrittenInfo,25,19,0.2%,9159,1909
Forms,StructuredInfo,25,20,0.2%,9159,2108
Forms,AudioInfo,none,0,0.0%,9159,453
Forms,OrganicChemistry,24,36,0.4%,9159,929
Forms,LivingThings,12,1831,20.0%,9159,11013
Forms,Eukaryotes,13,1815,19.8%,9159,9593
Forms,Plants,18,356,3.9%,9159,2303
Forms,Animals,13,1441,15.7%,9159,7087
Forms,OrganicMatter,9,3544,38.7%,9159,21374
Forms,Persons,13,1460,15.9%,9159,3641
Forms,Agents,13,1484,16.2%,9159,8662
Forms,Diseases,none,3,0.0%,9159,922
Forms,Organizations,23,50,0.5%,9159,4848
Forms,ProtistsFungus,25,18,0.2%,9159,187
Forms,BiologicalProcesses,none,0,0.0%,9159,295
Forms,Geopolitical,24,23,0.3%,9159,2049
Forms,Prokaryotes,none,0,0.0%,9159,273
Forms,TopicsCategories,16,590,6.4%,9159,1456
Forms,EconomicSystems,26,8,0.1%,9159,1159
Forms,EmergentKnowledge,none,0,0.0%,9159,179
Forms,InquiryMethods,26,5,0.1%,9159,652
Forms,LearningProcesses,none,4,0.0%,9159,1799
Forms,SocialSystems,16,660,7.2%,9159,5524
Forms,Society,16,652,7.1%,9159,4486
Forms,Artifacts,5,5852,63.9%,9159,30947
Forms,FoodDrink,13,1453,15.9%,9159,2175
Forms,Facilities,15,731,8.0%,9159,2063
Forms,Products,5,5534,60.4%,9159,25534
Forms,PrimarySectorProduct,17,520,5.7%,9159,3383
Forms,SecondarySectorProduct,6,4694,51.3%,9159,19662
Forms,TertiarySectorService,20,168,1.8%,9159,3258
Forms,Drugs,23,48,0.5%,9159,1701
Shapes,Times,none,0,0.0%,14707,560
Shapes,TimeTypes,20,219,1.5%,14707,8142
Shapes,EventTypes,21,203,1.4%,14707,7679
Shapes,Chemistry,21,144,1.0%,14707,881
Shapes,NaturalMatter,19,422,2.9%,14707,2675
Shapes,AtomsElements,21,150,1.0%,14707,508
Shapes,NaturalSubstances,21,171,1.2%,14707,1796
Shapes,ActionTypes,19,376,2.6%,14707,9514
Shapes,SituationTypes,16,1056,7.2%,14707,7049
Shapes,LocationPlace,19,360,2.4%,14707,4396
Shapes,AreaRegion,22,137,0.9%,14707,2079
Shapes,Places,13,2509,17.1%,14707,8063
Shapes,SpaceTypes,1.1,---,---,14707,33756
Shapes,Forms,11,4158,28.3%,14707,9159
Shapes,Shapes,0,---,---,14707,14707
Shapes,NaturalPhenomena,24,56,0.4%,14707,959
Shapes,Information,16,893,6.1%,14707,6050
Shapes,VisualInfo,18,537,3.7%,14707,1085
Shapes,AVInfo,18,544,3.7%,14707,1526
Shapes,WrittenInfo,19,359,2.4%,14707,1909
Shapes,StructuredInfo,19,373,2.5%,14707,2108
Shapes,AudioInfo,26,9,0.1%,14707,453
Shapes,OrganicChemistry,18,549,3.7%,14707,929
Shapes,LivingThings,7,6769,46.0%,14707,11013
Shapes,Eukaryotes,8,6340,43.1%,14707,9593
Shapes,Plants,23,67,0.5%,14707,2303
Shapes,Animals,8,6221,42.3%,14707,7087
Shapes,OrganicMatter,6,7531,51.2%,14707,21374
Shapes,Persons,none,2,0.0%,14707,3641
Shapes,Agents,none,3,0.0%,14707,8662
Shapes,Diseases,26,15,0.1%,14707,922
Shapes,Organizations,none,0,0.0%,14707,4848
Shapes,ProtistsFungus,24,52,0.4%,14707,187
Shapes,BiologicalProcesses,none,0,0.0%,14707,295
Shapes,Geopolitical,none,0,0.0%,14707,2049
Shapes,Prokaryotes,none,0,0.0%,14707,273
Shapes,TopicsCategories,17,646,4.4%,14707,1456
Shapes,EconomicSystems,22,106,0.7%,14707,1159
Shapes,EmergentKnowledge,none,0,0.0%,14707,179
Shapes,InquiryMethods,none,2,0.0%,14707,652
Shapes,LearningProcesses,22,108,0.7%,14707,1799
Shapes,SocialSystems,21,204,1.4%,14707,5524
Shapes,Society,22,99,0.7%,14707,4486
Shapes,Artifacts,4,11360,77.2%,14707,30947
Shapes,FoodDrink,17,617,4.2%,14707,2175
Shapes,Facilities,17,719,4.9%,14707,2063
Shapes,Products,4,10947,74.4%,14707,25534
Shapes,PrimarySectorProduct,14,1471,10.0%,14707,3383
Shapes,SecondarySectorProduct,5,9636,65.5%,14707,19662
Shapes,TertiarySectorService,17,595,4.0%,14707,3258
Shapes,Drugs,20,232,1.6%,14707,1701
NaturalPhenomena,Times,25,2,0.2%,959,560
NaturalPhenomena,TimeTypes,2,864,90.1%,959,8142
NaturalPhenomena,EventTypes,2,864,90.1%,959,7679
NaturalPhenomena,Chemistry,19,28,2.9%,959,881
NaturalPhenomena,NaturalMatter,18,32,3.3%,959,2675
NaturalPhenomena,AtomsElements,24,4,0.4%,959,508
NaturalPhenomena,NaturalSubstances,none,0,0.0%,959,1796
NaturalPhenomena,ActionTypes,13,157,16.4%,959,9514
NaturalPhenomena,SituationTypes,15,91,9.5%,959,7049
NaturalPhenomena,LocationPlace,none,0,0.0%,959,4396
NaturalPhenomena,AreaRegion,none,0,0.0%,959,2079
NaturalPhenomena,Places,26,1,0.1%,959,8063
NaturalPhenomena,SpaceTypes,4,694,72.4%,959,33756
NaturalPhenomena,Forms,13,177,18.5%,959,9159
NaturalPhenomena,Shapes,17,56,5.8%,959,14707
NaturalPhenomena,NaturalPhenomena,0,---,---,959,959
NaturalPhenomena,Information,5,598,62.4%,959,6050
NaturalPhenomena,VisualInfo,13,181,18.9%,959,1085
NaturalPhenomena,AVInfo,6,573,59.7%,959,1526
NaturalPhenomena,WrittenInfo,none,0,0.0%,959,1909
NaturalPhenomena,StructuredInfo,none,0,0.0%,959,2108
NaturalPhenomena,AudioInfo,8,395,41.2%,959,453
NaturalPhenomena,OrganicChemistry,25,2,0.2%,959,929
NaturalPhenomena,LivingThings,none,0,0.0%,959,11013
NaturalPhenomena,Eukaryotes,none,0,0.0%,959,9593
NaturalPhenomena,Plants,none,0,0.0%,959,2303
NaturalPhenomena,Animals,none,0,0.0%,959,7087
NaturalPhenomena,OrganicMatter,25,2,0.2%,959,21374
NaturalPhenomena,Persons,none,0,0.0%,959,3641
NaturalPhenomena,Agents,none,0,0.0%,959,8662
NaturalPhenomena,Diseases,none,0,0.0%,959,922
NaturalPhenomena,Organizations,none,0,0.0%,959,4848
NaturalPhenomena,ProtistsFungus,none,0,0.0%,959,187
NaturalPhenomena,BiologicalProcesses,25,2,0.2%,959,295
NaturalPhenomena,Geopolitical,none,0,0.0%,959,2049
NaturalPhenomena,Prokaryotes,none,0,0.0%,959,273
NaturalPhenomena,TopicsCategories,15,87,9.1%,959,1456
NaturalPhenomena,EconomicSystems,none,0,0.0%,959,1159
NaturalPhenomena,EmergentKnowledge,26,1,0.1%,959,179
NaturalPhenomena,InquiryMethods,23,5,0.5%,959,652
NaturalPhenomena,LearningProcesses,21,13,1.4%,959,1799
NaturalPhenomena,SocialSystems,none,0,0.0%,959,5524
NaturalPhenomena,Society,none,0,0.0%,959,4486
NaturalPhenomena,Artifacts,6,532,55.5%,959,30947
NaturalPhenomena,FoodDrink,none,0,0.0%,959,2175
NaturalPhenomena,Facilities,none,0,0.0%,959,2063
NaturalPhenomena,Products,13,155,16.2%,959,25534
NaturalPhenomena,PrimarySectorProduct,none,0,0.0%,959,3383
NaturalPhenomena,SecondarySectorProduct,14,133,13.9%,959,19662
NaturalPhenomena,TertiarySectorService,16,68,7.1%,959,3258
NaturalPhenomena,Drugs,none,0,0.0%,959,1701
Information,Times,none,0,0.0%,6050,560
Information,TimeTypes,11,1610,26.6%,6050,8142
Information,EventTypes,11,1610,26.6%,6050,7679
Information,Chemistry,none,0,0.0%,6050,881
Information,NaturalMatter,none,0,0.0%,6050,2675
Information,AtomsElements,none,0,0.0%,6050,508
Information,NaturalSubstances,none,0,0.0%,6050,1796
Information,ActionTypes,14,644,10.6%,6050,9514
Information,SituationTypes,17,296,4.9%,6050,7049
Information,LocationPlace,none,0,0.0%,6050,4396
Information,AreaRegion,none,0,0.0%,6050,2079
Information,Places,23,36,0.6%,6050,8063
Information,SpaceTypes,6,3170,52.4%,6050,33756
Information,Forms,18,194,3.2%,6050,9159
Information,Shapes,14,893,14.8%,6050,14707
Information,NaturalPhenomena,15,598,9.9%,6050,959
Information,Information,0,---,---,6050,6050
Information,VisualInfo,1.1,---,---,6050,1085
Information,AVInfo,1.1,---,---,6050,1526
Information,WrittenInfo,1.1,---,---,6050,1909
Information,StructuredInfo,1.1,---,---,6050,2108
Information,AudioInfo,1.1,---,---,6050,453
Information,OrganicChemistry,22,46,0.8%,6050,929
Information,LivingThings,none,0,0.0%,6050,11013
Information,Eukaryotes,none,0,0.0%,6050,9593
Information,Plants,none,0,0.0%,6050,2303
Information,Animals,none,0,0.0%,6050,7087
Information,OrganicMatter,22,55,0.9%,6050,21374
Information,Persons,none,0,0.0%,6050,3641
Information,Agents,none,0,0.0%,6050,8662
Information,Diseases,none,0,0.0%,6050,922
Information,Organizations,none,0,0.0%,6050,4848
Information,ProtistsFungus,none,0,0.0%,6050,187
Information,BiologicalProcesses,none,0,0.0%,6050,295
Information,Geopolitical,none,0,0.0%,6050,2049
Information,Prokaryotes,none,0,0.0%,6050,273
Information,TopicsCategories,19,118,2.0%,6050,1456
Information,EconomicSystems,16,368,6.1%,6050,1159
Information,EmergentKnowledge,21,69,1.1%,6050,179
Information,InquiryMethods,18,232,3.8%,6050,652
Information,LearningProcesses,16,477,7.9%,6050,1799
Information,SocialSystems,10,2082,34.4%,6050,5524
Information,Society,11,1714,28.3%,6050,4486
Information,Artifacts,5,3654,60.4%,6050,30947
Information,FoodDrink,none,0,0.0%,6050,2175
Information,Facilities,21,73,1.2%,6050,2063
Information,Products,10,1954,32.3%,6050,25534
Information,PrimarySectorProduct,21,67,1.1%,6050,3383
Information,SecondarySectorProduct,11,1737,28.7%,6050,19662
Information,TertiarySectorService,17,325,5.4%,6050,3258
Information,Drugs,none,0,0.0%,6050,1701
VisualInfo,Times,none,0,0.0%,1085,560
VisualInfo,TimeTypes,10,360,33.2%,1085,8142
VisualInfo,EventTypes,10,360,33.2%,1085,7679
VisualInfo,Chemistry,none,0,0.0%,1085,881
VisualInfo,NaturalMatter,none,0,0.0%,1085,2675
VisualInfo,AtomsElements,none,0,0.0%,1085,508
VisualInfo,NaturalSubstances,none,0,0.0%,1085,1796
VisualInfo,ActionTypes,14,160,14.7%,1085,9514
VisualInfo,SituationTypes,20,19,1.8%,1085,7049
VisualInfo,LocationPlace,none,0,0.0%,1085,4396
VisualInfo,AreaRegion,none,0,0.0%,1085,2079
VisualInfo,Places,22,10,0.9%,1085,8063
VisualInfo,SpaceTypes,4,866,79.8%,1085,33756
VisualInfo,Forms,13,171,15.8%,1085,9159
VisualInfo,Shapes,7,537,49.5%,1085,14707
VisualInfo,NaturalPhenomena,13,181,16.7%,1085,959
VisualInfo,Information,1.1,---,---,1085,6050
VisualInfo,VisualInfo,0,---,---,1085,1085
VisualInfo,AVInfo,1.1,---,---,1085,1526
VisualInfo,WrittenInfo,10,366,33.7%,1085,1909
VisualInfo,StructuredInfo,9,407,37.5%,1085,2108
VisualInfo,AudioInfo,19,22,2.0%,1085,453
VisualInfo,OrganicChemistry,none,0,0.0%,1085,929
VisualInfo,LivingThings,none,0,0.0%,1085,11013
VisualInfo,Eukaryotes,none,0,0.0%,1085,9593
VisualInfo,Plants,none,0,0.0%,1085,2303
VisualInfo,Animals,none,0,0.0%,1085,7087
VisualInfo,OrganicMatter,26,1,0.1%,1085,21374
VisualInfo,Persons,none,0,0.0%,1085,3641
VisualInfo,Agents,none,0,0.0%,1085,8662
VisualInfo,Diseases,none,0,0.0%,1085,922
VisualInfo,Organizations,none,0,0.0%,1085,4848
VisualInfo,ProtistsFungus,none,0,0.0%,1085,187
VisualInfo,BiologicalProcesses,none,0,0.0%,1085,295
VisualInfo,Geopolitical,none,0,0.0%,1085,2049
VisualInfo,Prokaryotes,none,0,0.0%,1085,273
VisualInfo,TopicsCategories,15,105,9.7%,1085,1456
VisualInfo,EconomicSystems,15,104,9.6%,1085,1159
VisualInfo,EmergentKnowledge,none,0,0.0%,1085,179
VisualInfo,InquiryMethods,26,1,0.1%,1085,652
VisualInfo,LearningProcesses,15,107,9.9%,1085,1799
VisualInfo,SocialSystems,13,193,17.8%,1085,5524
VisualInfo,Society,15,90,8.3%,1085,4486
VisualInfo,Artifacts,3,950,87.6%,1085,30947
VisualInfo,FoodDrink,none,0,0.0%,1085,2175
VisualInfo,Facilities,21,13,1.2%,1085,2063
VisualInfo,Products,6,569,52.4%,1085,25534
VisualInfo,PrimarySectorProduct,20,20,1.8%,1085,3383
VisualInfo,SecondarySectorProduct,7,515,47.5%,1085,19662
VisualInfo,TertiarySectorService,14,144,13.3%,1085,3258
VisualInfo,Drugs,none,0,0.0%,1085,1701
AVInfo,Times,none,0,0.0%,1526,560
AVInfo,TimeTypes,7,752,49.3%,1526,8142
AVInfo,EventTypes,7,752,49.3%,1526,7679
AVInfo,Chemistry,none,0,0.0%,1526,881
AVInfo,NaturalMatter,none,0,0.0%,1526,2675
AVInfo,AtomsElements,none,0,0.0%,1526,508
AVInfo,NaturalSubstances,none,0,0.0%,1526,1796
AVInfo,ActionTypes,14,170,11.1%,1526,9514
AVInfo,SituationTypes,21,20,1.3%,1526,7049
AVInfo,LocationPlace,none,0,0.0%,1526,4396
AVInfo,AreaRegion,none,0,0.0%,1526,2079
AVInfo,Places,22,10,0.7%,1526,8063
AVInfo,SpaceTypes,3,1260,82.6%,1526,33756
AVInfo,Forms,14,171,11.2%,1526,9159
AVInfo,Shapes,9,544,35.6%,1526,14707
AVInfo,NaturalPhenomena,9,573,37.5%,1526,959
AVInfo,Information,1.1,---,---,1526,6050
AVInfo,VisualInfo,1.1,---,---,1526,1085
AVInfo,AVInfo,0,---,---,1526,1526
AVInfo,WrittenInfo,12,366,24.0%,1526,1909
AVInfo,StructuredInfo,11,407,26.7%,1526,2108
AVInfo,AudioInfo,1.1,---,---,1526,453
AVInfo,OrganicChemistry,none,0,0.0%,1526,929
AVInfo,LivingThings,none,0,0.0%,1526,11013
AVInfo,Eukaryotes,none,0,0.0%,1526,9593
AVInfo,Plants,none,0,0.0%,1526,2303
AVInfo,Animals,none,0,0.0%,1526,7087
AVInfo,OrganicMatter,26,1,0.1%,1526,21374
AVInfo,Persons,none,0,0.0%,1526,3641
AVInfo,Agents,none,0,0.0%,1526,8662
AVInfo,Diseases,none,0,0.0%,1526,922
AVInfo,Organizations,none,0,0.0%,1526,4848
AVInfo,ProtistsFungus,none,0,0.0%,1526,187
AVInfo,BiologicalProcesses,none,0,0.0%,1526,295
AVInfo,Geopolitical,none,0,0.0%,1526,2049
AVInfo,Prokaryotes,none,0,0.0%,1526,273
AVInfo,TopicsCategories,16,105,6.9%,1526,1456
AVInfo,EconomicSystems,16,104,6.8%,1526,1159
AVInfo,EmergentKnowledge,none,0,0.0%,1526,179
AVInfo,InquiryMethods,26,2,0.1%,1526,652
AVInfo,LearningProcesses,16,109,7.1%,1526,1799
AVInfo,SocialSystems,14,193,12.6%,1526,5524
AVInfo,Society,17,90,5.9%,1526,4486
AVInfo,Artifacts,3,1349,88.4%,1526,30947
AVInfo,FoodDrink,none,0,0.0%,1526,2175
AVInfo,Facilities,22,13,0.9%,1526,2063
AVInfo,Products,9,589,38.6%,1526,25534
AVInfo,PrimarySectorProduct,21,20,1.3%,1526,3383
AVInfo,SecondarySectorProduct,9,535,35.1%,1526,19662
AVInfo,TertiarySectorService,15,144,9.4%,1526,3258
AVInfo,Drugs,none,0,0.0%,1526,1701
WrittenInfo,Times,none,0,0.0%,1909,560
WrittenInfo,TimeTypes,11,504,26.4%,1909,8142
WrittenInfo,EventTypes,11,504,26.4%,1909,7679
WrittenInfo,Chemistry,none,0,0.0%,1909,881
WrittenInfo,NaturalMatter,none,0,0.0%,1909,2675
WrittenInfo,AtomsElements,none,0,0.0%,1909,508
WrittenInfo,NaturalSubstances,none,0,0.0%,1909,1796
WrittenInfo,ActionTypes,14,271,14.2%,1909,9514
WrittenInfo,SituationTypes,none,0,0.0%,1909,7049
WrittenInfo,LocationPlace,none,0,0.0%,1909,4396
WrittenInfo,AreaRegion,none,0,0.0%,1909,2079
WrittenInfo,Places,none,0,0.0%,1909,8063
WrittenInfo,SpaceTypes,5,1288,67.5%,1909,33756
WrittenInfo,Forms,21,19,1.0%,1909,9159
WrittenInfo,Shapes,13,359,18.8%,1909,14707
WrittenInfo,NaturalPhenomena,none,0,0.0%,1909,959
WrittenInfo,Information,1.1,---,---,1909,6050
WrittenInfo,VisualInfo,13,366,19.2%,1909,1085
WrittenInfo,AVInfo,13,366,19.2%,1909,1526
WrittenInfo,WrittenInfo,0,---,---,1909,1909
WrittenInfo,StructuredInfo,3,1611,84.4%,1909,2108
WrittenInfo,AudioInfo,none,0,0.0%,1909,453
WrittenInfo,OrganicChemistry,none,0,0.0%,1909,929
WrittenInfo,LivingThings,none,0,0.0%,1909,11013
WrittenInfo,Eukaryotes,none,0,0.0%,1909,9593
WrittenInfo,Plants,none,0,0.0%,1909,2303
WrittenInfo,Animals,none,0,0.0%,1909,7087
WrittenInfo,OrganicMatter,none,0,0.0%,1909,21374
WrittenInfo,Persons,none,0,0.0%,1909,3641
WrittenInfo,Agents,none,0,0.0%,1909,8662
WrittenInfo,Diseases,none,0,0.0%,1909,922
WrittenInfo,Organizations,none,0,0.0%,1909,4848
WrittenInfo,ProtistsFungus,none,0,0.0%,1909,187
WrittenInfo,BiologicalProcesses,none,0,0.0%,1909,295
WrittenInfo,Geopolitical,none,0,0.0%,1909,2049
WrittenInfo,Prokaryotes,none,0,0.0%,1909,273
