,,,,count,size_1,r1,r2,kko_1,size_2,kko_2,kko_1 %,kko_2 %,,,remaining STs,count,,
1,11,11,11,0,508,6,32,AtomsElements,4848,Organizations,0.0%,0.0%,,,,,,
1,11,11,11,0,508,6,33,AtomsElements,187,ProtistsFungus,0.0%,0.0%,,,,,,
1,11,11,11,0,508,6,34,AtomsElements,295,BiologicalProcesses,0.0%,0.0%,,,,,,
1,11,11,11,0,508,6,35,AtomsElements,2049,Geopolitical,0.0%,0.0%,,,,,,
1,11,11,11,0,508,6,36,AtomsElements,273,Prokaryotes,0.0%,0.0%,,,,,,
1,11,11,11,291,508,6,37,AtomsElements,1456,TopicsCategories,57.3%,20.0%,,,,,,
1,11,11,11,0,508,6,38,AtomsElements,1159,EconomicSystems,0.0%,0.0%,,,,,,
1,11,11,11,0,508,6,39,AtomsElements,179,EmergentKnowledge,0.0%,0.0%,,,,,,
1,11,11,11,0,508,6,40,AtomsElements,652,InquiryMethods,0.0%,0.0%,,,,,,
1,11,11,11,0,508,6,41,AtomsElements,1799,LearningProcesses,0.0%,0.0%,,,,,,
1,11,11,11,0,508,6,42,AtomsElements,5524,SocialSystems,0.0%,0.0%,,,,,,
1,11,11,11,0,508,6,43,AtomsElements,4486,Society,0.0%,0.0%,,,,,,
1,11,11,11,388,508,6,44,AtomsElements,30947,Artifacts,76.4%,1.3%,,,,,,
1,11,11,11,0,508,6,45,AtomsElements,2175,FoodDrink,0.0%,0.0%,,,,,,
1,11,11,11,0,508,6,46,AtomsElements,2063,Facilities,0.0%,0.0%,,,,,,
1,11,11,11,377,508,6,47,AtomsElements,25534,Products,74.2%,1.5%,,,,,,
1,11,11,11,377,508,6,48,AtomsElements,3383,PrimarySectorProduct,74.2%,11.1%,,,,,,
1,11,11,11,292,508,6,49,AtomsElements,19662,SecondarySectorProduct,57.5%,1.5%,,,,,,
1,11,11,11,0,508,6,50,AtomsElements,3258,TertiarySectorService,0.0%,0.0%,,,,,,
1,11,11,11,0,508,6,51,AtomsElements,1701,Drugs,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,1,NaturalSubstances,560,Times,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,2,NaturalSubstances,8142,TimeTypes,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,3,NaturalSubstances,7679,EventTypes,0.0%,0.0%,,,,,,
1,13,13,13,169,1796,7,4,NaturalSubstances,881,Chemistry,9.4%,19.2%,,,,,,
1,13,13,13,310,1796,7,6,NaturalSubstances,508,AtomsElements,17.3%,61.0%,,,,,,
1,13,13,13,0,1796,7,8,NaturalSubstances,9514,ActionTypes,0.0%,0.0%,,,,,,
1,13,13,13,398,1796,7,9,NaturalSubstances,7049,SituationTypes,22.2%,5.6%,,,,,,
1,13,13,13,607,1796,7,10,NaturalSubstances,4396,LocationPlace,33.8%,13.8%,,,,,,
1,13,13,13,825,1796,7,11,NaturalSubstances,2079,AreaRegion,45.9%,39.7%,,,,,,
1,13,13,13,863,1796,7,12,NaturalSubstances,8063,Places,48.1%,10.7%,,,,,,
1,13,13,13,1143,1796,7,13,NaturalSubstances,33756,SpaceTypes,63.6%,3.4%,,,,,,
1,13,13,13,745,1796,7,14,NaturalSubstances,9159,Forms,41.5%,8.1%,,,,,,
1,13,13,13,171,1796,7,15,NaturalSubstances,14707,Shapes,9.5%,1.2%,,,,,,
1,13,13,13,0,1796,7,16,NaturalSubstances,959,NaturalPhenomena,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,17,NaturalSubstances,6050,Information,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,18,NaturalSubstances,1085,VisualInfo,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,19,NaturalSubstances,1526,AVInfo,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,20,NaturalSubstances,1909,WrittenInfo,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,21,NaturalSubstances,2108,StructuredInfo,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,22,NaturalSubstances,453,AudioInfo,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,23,NaturalSubstances,929,OrganicChemistry,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,24,NaturalSubstances,11013,LivingThings,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,25,NaturalSubstances,9593,Eukaryotes,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,26,NaturalSubstances,2303,Plants,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,27,NaturalSubstances,7087,Animals,0.0%,0.0%,,,,,,
1,13,13,13,39,1796,7,28,NaturalSubstances,21374,OrganicMatter,2.2%,0.2%,,,,,,
1,13,13,13,0,1796,7,29,NaturalSubstances,3641,Persons,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,30,NaturalSubstances,8662,Agents,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,31,NaturalSubstances,922,Diseases,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,32,NaturalSubstances,4848,Organizations,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,33,NaturalSubstances,187,ProtistsFungus,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,34,NaturalSubstances,295,BiologicalProcesses,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,35,NaturalSubstances,2049,Geopolitical,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,36,NaturalSubstances,273,Prokaryotes,0.0%,0.0%,,,,,,
1,13,13,13,309,1796,7,37,NaturalSubstances,1456,TopicsCategories,17.2%,21.2%,,,,,,
1,13,13,13,1,1796,7,38,NaturalSubstances,1159,EconomicSystems,0.1%,0.1%,,,,,,
1,13,13,13,0,1796,7,39,NaturalSubstances,179,EmergentKnowledge,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,40,NaturalSubstances,652,InquiryMethods,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,41,NaturalSubstances,1799,LearningProcesses,0.0%,0.0%,,,,,,
1,13,13,13,1,1796,7,42,NaturalSubstances,5524,SocialSystems,0.1%,0.0%,,,,,,
1,13,13,13,0,1796,7,43,NaturalSubstances,4486,Society,0.0%,0.0%,,,,,,
1,13,13,13,1459,1796,7,44,NaturalSubstances,30947,Artifacts,81.2%,4.7%,,,,,,
1,13,13,13,1,1796,7,45,NaturalSubstances,2175,FoodDrink,0.1%,0.0%,,,,,,
1,13,13,13,66,1796,7,46,NaturalSubstances,2063,Facilities,3.7%,3.2%,,,,,,
1,13,13,13,1459,1796,7,47,NaturalSubstances,25534,Products,81.2%,5.7%,,,,,,
1,13,13,13,813,1796,7,48,NaturalSubstances,3383,PrimarySectorProduct,45.3%,24.0%,,,,,,
1,13,13,13,337,1796,7,49,NaturalSubstances,19662,SecondarySectorProduct,18.8%,1.7%,,,,,,
1,13,13,13,0,1796,7,50,NaturalSubstances,3258,TertiarySectorService,0.0%,0.0%,,,,,,
1,13,13,13,0,1796,7,51,NaturalSubstances,1701,Drugs,0.0%,0.0%,,,,,,
5.6,50,50,50,325,9514,8,1,ActionTypes,560,Times,3.4%,58.0%,,,,,,
5.6,50,50,50,5657,9514,8,2,ActionTypes,8142,TimeTypes,59.5%,69.5%,,,,,,
5.6,50,50,50,5462,9514,8,3,ActionTypes,7679,EventTypes,57.4%,71.1%,,,,,,
5.6,50,50,50,78,9514,8,4,ActionTypes,881,Chemistry,0.8%,8.9%,,,,,,
5.6,50,50,50,78,9514,8,5,ActionTypes,2675,NaturalMatter,0.8%,2.9%,,,,,,
5.6,50,50,50,0,9514,8,6,ActionTypes,508,AtomsElements,0.0%,0.0%,,,,,,
5.6,50,50,50,0,9514,8,7,ActionTypes,1796,NaturalSubstances,0.0%,0.0%,,,,,,
5.6,50,50,50,2663,9514,8,9,ActionTypes,7049,SituationTypes,28.0%,37.8%,,,,,,
5.6,50,50,50,37,9514,8,10,ActionTypes,4396,LocationPlace,0.4%,0.8%,,,,,,
5.6,50,50,50,0,9514,8,11,ActionTypes,2079,AreaRegion,0.0%,0.0%,,,,,,
5.6,50,50,50,129,9514,8,12,ActionTypes,8063,Places,1.4%,1.6%,,,,,,
5.6,50,50,50,3378,9514,8,13,ActionTypes,33756,SpaceTypes,35.5%,10.0%,,,,,,
5.6,50,50,50,909,9514,8,14,ActionTypes,9159,Forms,9.6%,9.9%,,,,,,
5.6,50,50,50,376,9514,8,15,ActionTypes,14707,Shapes,4.0%,2.6%,,,,,,
5.6,50,50,50,157,9514,8,16,ActionTypes,959,NaturalPhenomena,1.7%,16.4%,,,,,,
5.6,50,50,50,644,9514,8,17,ActionTypes,6050,Information,6.8%,10.6%,,,,,,
5.6,50,50,50,160,9514,8,18,ActionTypes,1085,VisualInfo,1.7%,14.7%,,,,,,
5.6,50,50,50,170,9514,8,19,ActionTypes,1526,AVInfo,1.8%,11.1%,,,,,,
5.6,50,50,50,271,9514,8,20,ActionTypes,1909,WrittenInfo,2.8%,14.2%,,,,,,
5.6,50,50,50,303,9514,8,21,ActionTypes,2108,StructuredInfo,3.2%,14.4%,,,,,,
5.6,50,50,50,14,9514,8,22,ActionTypes,453,AudioInfo,0.1%,3.1%,,,,,,
5.6,50,50,50,200,9514,8,23,ActionTypes,929,OrganicChemistry,2.1%,21.5%,,,,,,
5.6,50,50,50,654,9514,8,24,ActionTypes,11013,LivingThings,6.9%,5.9%,,,,,,
5.6,50,50,50,550,9514,8,25,ActionTypes,9593,Eukaryotes,5.8%,5.7%,,,,,,
5.6,50,50,50,13,9514,8,26,ActionTypes,2303,Plants,0.1%,0.6%,,,,,,
5.6,50,50,50,537,9514,8,27,ActionTypes,7087,Animals,5.6%,7.6%,,,,,,
5.6,50,50,50,2185,9514,8,28,ActionTypes,21374,OrganicMatter,23.0%,10.2%,,,,,,
5.6,50,50,50,1744,9514,8,29,ActionTypes,3641,Persons,18.3%,47.9%,,,,,,
5.6,50,50,50,1760,9514,8,30,ActionTypes,8662,Agents,18.5%,20.3%,,,,,,
5.6,50,50,50,91,9514,8,31,ActionTypes,922,Diseases,1.0%,9.9%,,,,,,
5.6,50,50,50,26,9514,8,32,ActionTypes,4848,Organizations,0.3%,0.5%,,,,,,
5.6,50,50,50,0,9514,8,33,ActionTypes,187,ProtistsFungus,0.0%,0.0%,,,,,,
5.6,50,50,50,200,9514,8,34,ActionTypes,295,BiologicalProcesses,2.1%,67.8%,,,,,,
5.6,50,50,50,1,9514,8,35,ActionTypes,2049,Geopolitical,0.0%,0.0%,,,,,,
5.6,50,50,50,0,9514,8,36,ActionTypes,273,Prokaryotes,0.0%,0.0%,,,,,,
5.6,50,50,50,168,9514,8,37,ActionTypes,1456,TopicsCategories,1.8%,11.5%,,,,,,
5.6,50,50,50,560,9514,8,38,ActionTypes,1159,EconomicSystems,5.9%,48.3%,,,,,,
5.6,50,50,50,84,9514,8,39,ActionTypes,179,EmergentKnowledge,0.9%,46.9%,,,,,,
5.6,50,50,50,469,9514,8,40,ActionTypes,652,InquiryMethods,4.9%,71.9%,,,,,,
5.6,50,50,50,1599,9514,8,41,ActionTypes,1799,LearningProcesses,16.8%,88.9%,,,,,,
5.6,50,50,50,1578,9514,8,42,ActionTypes,5524,SocialSystems,16.6%,28.6%,,,,,,
5.6,50,50,50,1122,9514,8,43,ActionTypes,4486,Society,11.8%,25.0%,,,,,,
5.6,50,50,50,3074,9514,8,44,ActionTypes,30947,Artifacts,32.3%,9.9%,,,,,,
5.6,50,50,50,141,9514,8,45,ActionTypes,2175,FoodDrink,1.5%,6.5%,,,,,,
5.6,50,50,50,65,9514,8,46,ActionTypes,2063,Facilities,0.7%,3.2%,,,,,,
5.6,50,50,50,2047,9514,8,47,ActionTypes,25534,Products,21.5%,8.0%,,,,,,
5.6,50,50,50,20,9514,8,48,ActionTypes,3383,PrimarySectorProduct,0.2%,0.6%,,,,,,
5.6,50,50,50,977,9514,8,49,ActionTypes,19662,SecondarySectorProduct,10.3%,5.0%,,,,,,
5.6,50,50,50,1134,9514,8,50,ActionTypes,3258,TertiarySectorService,11.9%,34.8%,,,,,,
5.6,50,50,50,0,9514,8,51,ActionTypes,1701,Drugs,0.0%,0.0%,,,,,,
5.6,51,51,51,0,7049,9,1,SituationTypes,560,Times,0.0%,0.0%,,,,,,
5.6,51,51,51,1003,7049,9,2,SituationTypes,8142,TimeTypes,14.2%,12.3%,,,,,,
5.6,51,51,51,1003,7049,9,3,SituationTypes,7679,EventTypes,14.2%,13.1%,,,,,,
5.6,51,51,51,19,7049,9,4,SituationTypes,881,Chemistry,0.3%,2.2%,,,,,,
5.6,51,51,51,417,7049,9,5,SituationTypes,2675,NaturalMatter,5.9%,15.6%,,,,,,
5.6,51,51,51,0,7049,9,6,SituationTypes,508,AtomsElements,0.0%,0.0%,,,,,,
5.6,51,51,51,398,7049,9,7,SituationTypes,1796,NaturalSubstances,5.6%,22.2%,,,,,,
5.6,51,51,51,2663,7049,9,8,SituationTypes,9514,ActionTypes,37.8%,28.0%,,,,,,
5.6,51,51,51,1302,7049,9,10,SituationTypes,4396,LocationPlace,18.5%,29.6%,,,,,,
5.6,51,51,51,887,7049,9,11,SituationTypes,2079,AreaRegion,12.6%,42.7%,,,,,,
5.6,51,51,51,2851,7049,9,12,SituationTypes,8063,Places,40.4%,35.4%,,,,,,
5.6,51,51,51,6651,7049,9,13,SituationTypes,33756,SpaceTypes,94.4%,19.7%,,,,,,
5.6,51,51,51,2052,7049,9,14,SituationTypes,9159,Forms,29.1%,22.4%,,,,,,
5.6,51,51,51,1056,7049,9,15,SituationTypes,14707,Shapes,15.0%,7.2%,,,,,,
5.6,51,51,51,91,7049,9,16,SituationTypes,959,NaturalPhenomena,1.3%,9.5%,,,,,,
5.6,51,51,51,296,7049,9,17,SituationTypes,6050,Information,4.2%,4.9%,,,,,,
5.6,51,51,51,19,7049,9,18,SituationTypes,1085,VisualInfo,0.3%,1.8%,,,,,,
5.6,51,51,51,20,7049,9,19,SituationTypes,1526,AVInfo,0.3%,1.3%,,,,,,
5.6,51,51,51,0,7049,9,20,SituationTypes,1909,WrittenInfo,0.0%,0.0%,,,,,,
5.6,51,51,51,14,7049,9,21,SituationTypes,2108,StructuredInfo,0.2%,0.7%,,,,,,
5.6,51,51,51,1,7049,9,22,SituationTypes,453,AudioInfo,0.0%,0.2%,,,,,,
5.6,51,51,51,42,7049,9,23,SituationTypes,929,OrganicChemistry,0.6%,4.5%,,,,,,
5.6,51,51,51,1423,7049,9,24,SituationTypes,11013,LivingThings,20.2%,12.9%,,,,,,
5.6,51,51,51,559,7049,9,25,SituationTypes,9593,Eukaryotes,7.9%,5.8%,,,,,,
5.6,51,51,51,1,7049,9,26,SituationTypes,2303,Plants,0.0%,0.0%,,,,,,
5.6,51,51,51,558,7049,9,27,SituationTypes,7087,Animals,7.9%,7.9%,,,,,,
5.6,51,51,51,2760,7049,9,28,SituationTypes,21374,OrganicMatter,39.2%,12.9%,,,,,,
5.6,51,51,51,1744,7049,9,29,SituationTypes,3641,Persons,24.7%,47.9%,,,,,,
5.6,51,51,51,1801,7049,9,30,SituationTypes,8662,Agents,25.5%,20.8%,,,,,,
5.6,51,51,51,872,7049,9,31,SituationTypes,922,Diseases,12.4%,94.6%,,,,,,
5.6,51,51,51,54,7049,9,32,SituationTypes,4848,Organizations,0.8%,1.1%,,,,,,
5.6,51,51,51,0,7049,9,33,SituationTypes,187,ProtistsFungus,0.0%,0.0%,,,,,,
5.6,51,51,51,41,7049,9,34,SituationTypes,295,BiologicalProcesses,0.6%,13.9%,,,,,,
5.6,51,51,51,17,7049,9,35,SituationTypes,2049,Geopolitical,0.2%,0.8%,,,,,,
5.6,51,51,51,0,7049,9,36,SituationTypes,273,Prokaryotes,0.0%,0.0%,,,,,,
5.6,51,51,51,450,7049,9,37,SituationTypes,1456,TopicsCategories,6.4%,30.9%,,,,,,
5.6,51,51,51,48,7049,9,38,SituationTypes,1159,EconomicSystems,0.7%,4.1%,,,,,,
5.6,51,51,51,61,7049,9,39,SituationTypes,179,EmergentKnowledge,0.9%,34.1%,,,,,,
5.6,51,51,51,485,7049,9,40,SituationTypes,652,InquiryMethods,6.9%,74.4%,,,,,,
5.6,51,51,51,276,7049,9,41,SituationTypes,1799,LearningProcesses,3.9%,15.3%,,,,,,
5.6,51,51,51,281,7049,9,42,SituationTypes,5524,SocialSystems,4.0%,5.1%,,,,,,
5.6,51,51,51,221,7049,9,43,SituationTypes,4486,Society,3.1%,4.9%,,,,,,
5.6,51,51,51,2830,7049,9,44,SituationTypes,30947,Artifacts,40.1%,9.1%,,,,,,
5.6,51,51,51,0,7049,9,45,SituationTypes,2175,FoodDrink,0.0%,0.0%,,,,,,
5.6,51,51,51,1671,7049,9,46,SituationTypes,2063,Facilities,23.7%,81.0%,,,,,,
5.6,51,51,51,2075,7049,9,47,SituationTypes,25534,Products,29.4%,8.1%,,,,,,
5.6,51,51,51,102,7049,9,48,SituationTypes,3383,PrimarySectorProduct,1.4%,3.0%,,,,,,
5.6,51,51,51,1401,7049,9,49,SituationTypes,19662,SecondarySectorProduct,19.9%,7.1%,,,,,,
5.6,51,51,51,345,7049,9,50,SituationTypes,3258,TertiarySectorService,4.9%,10.6%,,,,,,
5.6,51,51,51,0,7049,9,51,SituationTypes,1701,Drugs,0.0%,0.0%,,,,,,
4,8,20,20,0,4396,10,1,LocationPlace,560,Times,0.0%,0.0%,,,,,,
4,8,20,20,0,4396,10,2,LocationPlace,8142,TimeTypes,0.0%,0.0%,,,,,,
4,8,20,20,0,4396,10,3,LocationPlace,7679,EventTypes,0.0%,0.0%,,,,,,
4,8,20,20,0,4396,10,4,LocationPlace,881,Chemistry,0.0%,0.0%,,,,,,
4,8,20,20,607,4396,10,5,LocationPlace,2675,NaturalMatter,13.8%,22.7%,,,,,,
4,8,20,20,0,4396,10,6,LocationPlace,508,AtomsElements,0.0%,0.0%,,,,,,
4,8,20,20,607,4396,10,7,LocationPlace,1796,NaturalSubstances,13.8%,33.8%,,,,,,
4,8,20,20,37,4396,10,8,LocationPlace,9514,ActionTypes,0.8%,0.4%,,,,,,
4,9,20,20,1302,4396,10,9,LocationPlace,7049,SituationTypes,29.6%,18.5%,,,,,,
4,8,20,20,1240,4396,10,11,LocationPlace,2079,AreaRegion,28.2%,59.6%,,,,,,
4,8,20,20,1706,4396,10,14,LocationPlace,9159,Forms,38.8%,18.6%,,,,,,
4,8,20,20,360,4396,10,15,LocationPlace,14707,Shapes,8.2%,2.4%,,,,,,
4,8,20,20,0,4396,10,16,LocationPlace,959,NaturalPhenomena,0.0%,0.0%,,,,,,
4,8,20,20,0,4396,10,17,LocationPlace,6050,Information,0.0%,0.0%,,,,,,
4,8,20,20,0,4396,10,18,LocationPlace,1085,VisualInfo,0.0%,0.0%,,,,,,
4,8,20,20,0,4396,10,19,LocationPlace,1526,AVInfo,0.0%,0.0%,,,,,,
4,8,20,20,0,4396,10,20,LocationPlace,1909,WrittenInfo,0.0%,0.0%,,,,,,
4,8,20,20,0,4396,10,21,LocationPlace,2108,StructuredInfo,0.0%,0.0%,,,,,,
4,8,20,20,0,4396,10,22,LocationPlace,453,AudioInfo,0.0%,0.0%,,,,,,
4,8,20,20,0,4396,10,23,LocationPlace,929,OrganicChemistry,0.0%,0.0%,,,,,,
4,8,20,20,0,4396,10,24,LocationPlace,11013,LivingThings,0.0%,0.0%,,,,,,
4,8,20,20,0,4396,10,25,LocationPlace,9593,Eukaryotes,0.0%,0.0%,,,,,,
4,8,20,20,0,4396,10,26,LocationPlace,2303,Plants,0.0%,0.0%,,,,,,
4,8,20,20,0,4396,10,27,LocationPlace,7087,Animals,0.0%,0.0%,,,,,,
4,8,20,20,2077,4396,10,28,LocationPlace,21374,OrganicMatter,47.2%,9.7%,,,,,,
4,8,20,20,0,4396,10,29,LocationPlace,3641,Persons,0.0%,0.0%,,,,,,
4,8,20,20,2073,4396,10,30,LocationPlace,8662,Agents,47.2%,23.9%,,,,,,
4,8,20,20,0,4396,10,31,LocationPlace,922,Diseases,0.0%,0.0%,,,,,,
4,8,20,20,2073,4396,10,32,LocationPlace,4848,Organizations,47.2%,42.8%,,,,,,
4,8,20,20,0,4396,10,33,LocationPlace,187,ProtistsFungus,0.0%,0.0%,,,,,,
4,8,20,20,0,4396,10,34,LocationPlace,295,BiologicalProcesses,0.0%,0.0%,,,,,,
4,8,20,20,0,4396,10,36,LocationPlace,273,Prokaryotes,0.0%,0.0%,,,,,,
4,8,20,20,3,4396,10,37,LocationPlace,1456,TopicsCategories,0.1%,0.2%,,,,,,
4,8,20,20,3,4396,10,38,LocationPlace,1159,EconomicSystems,0.1%,0.3%,,,,,,
4,8,20,20,0,4396,10,39,LocationPlace,179,EmergentKnowledge,0.0%,0.0%,,,,,,
4,8,20,20,0,4396,10,40,LocationPlace,652,InquiryMethods,0.0%,0.0%,,,,,,
4,8,20,20,0,4396,10,41,LocationPlace,1799,LearningProcesses,0.0%,0.0%,,,,,,
4,8,20,20,73,4396,10,42,LocationPlace,5524,SocialSystems,1.7%,1.3%,,,,,,
4,8,20,20,70,4396,10,43,LocationPlace,4486,Society,1.6%,1.6%,,,,,,
4,8,20,20,1364,4396,10,44,LocationPlace,30947,Artifacts,31.0%,4.4%,,,,,,
4,8,20,20,0,4396,10,45,LocationPlace,2175,FoodDrink,0.0%,0.0%,,,,,,
4,8,20,20,845,4396,10,46,LocationPlace,2063,Facilities,19.2%,41.0%,,,,,,
4,8,20,20,1096,4396,10,47,LocationPlace,25534,Products,24.9%,4.3%,,,,,,
4,8,20,20,10,4396,10,48,LocationPlace,3383,PrimarySectorProduct,0.2%,0.3%,,,,,,
4,8,20,20,517,4396,10,49,LocationPlace,19662,SecondarySectorProduct,11.8%,2.6%,,,,,,
4,8,20,20,65,4396,10,50,LocationPlace,3258,TertiarySectorService,1.5%,2.0%,,,,,,
4,8,20,20,0,4396,10,51,LocationPlace,1701,Drugs,0.0%,0.0%,,,,,,
4,7,19,19,0,2079,11,1,AreaRegion,560,Times,0.0%,0.0%,,,,,,
4,7,19,19,0,2079,11,2,AreaRegion,8142,TimeTypes,0.0%,0.0%,,,,,,
4,7,19,19,0,2079,11,3,AreaRegion,7679,EventTypes,0.0%,0.0%,,,,,,
4,7,19,19,0,2079,11,4,AreaRegion,881,Chemistry,0.0%,0.0%,,,,,,
4,7,19,19,825,2079,11,5,AreaRegion,2675,NaturalMatter,39.7%,30.8%,,,,,,
4,7,19,19,0,2079,11,6,AreaRegion,508,AtomsElements,0.0%,0.0%,,,,,,
4,7,19,19,825,2079,11,7,AreaRegion,1796,NaturalSubstances,39.7%,45.9%,,,,,,
4,8,19,19,0,2079,11,8,AreaRegion,9514,ActionTypes,0.0%,0.0%,,,,,,
4,8,19,19,887,2079,11,9,AreaRegion,7049,SituationTypes,42.7%,12.6%,,,,,,
4,7,19,19,1240,2079,11,10,AreaRegion,4396,LocationPlace,59.6%,28.2%,,,,,,
4,7,19,19,838,2079,11,14,AreaRegion,9159,Forms,40.3%,9.1%,,,,,,
4,7,19,19,137,2079,11,15,AreaRegion,14707,Shapes,6.6%,0.9%,,,,,,
4,7,19,19,0,2079,11,16,AreaRegion,959,NaturalPhenomena,0.0%,0.0%,,,,,,
4,7,19,19,0,2079,11,17,AreaRegion,6050,Information,0.0%,0.0%,,,,,,
4,7,19,19,0,2079,11,18,AreaRegion,1085,VisualInfo,0.0%,0.0%,,,,,,
4,7,19,19,0,2079,11,19,AreaRegion,1526,AVInfo,0.0%,0.0%,,,,,,
4,7,19,19,0,2079,11,20,AreaRegion,1909,WrittenInfo,0.0%,0.0%,,,,,,
4,7,19,19,0,2079,11,21,AreaRegion,2108,StructuredInfo,0.0%,0.0%,,,,,,
4,7,19,19,0,2079,11,22,AreaRegion,453,AudioInfo,0.0%,0.0%,,,,,,
4,7,19,19,0,2079,11,23,AreaRegion,929,OrganicChemistry,0.0%,0.0%,,,,,,
4,7,19,19,0,2079,11,24,AreaRegion,11013,LivingThings,0.0%,0.0%,,,,,,
4,7,19,19,0,2079,11,25,AreaRegion,9593,Eukaryotes,0.0%,0.0%,,,,,,
4,7,19,19,0,2079,11,26,AreaRegion,2303,Plants,0.0%,0.0%,,,,,,
4,7,19,19,0,2079,11,27,AreaRegion,7087,Animals,0.0%,0.0%,,,,,,
4,7,19,19,341,2079,11,28,AreaRegion,21374,OrganicMatter,16.4%,1.6%,,,,,,
4,7,19,19,0,2079,11,29,AreaRegion,3641,Persons,0.0%,0.0%,,,,,,
4,7,19,19,311,2079,11,30,AreaRegion,8662,Agents,15.0%,3.6%,,,,,,
4,7,19,19,0,2079,11,31,AreaRegion,922,Diseases,0.0%,0.0%,,,,,,
4,7,19,19,304,2079,11,32,AreaRegion,4848,Organizations,14.6%,6.3%,,,,,,
4,7,19,19,0,2079,11,33,AreaRegion,187,ProtistsFungus,0.0%,0.0%,,,,,,
4,7,19,19,0,2079,11,34,AreaRegion,295,BiologicalProcesses,0.0%,0.0%,,,,,,
4,7,19,19,270,2079,11,35,AreaRegion,2049,Geopolitical,13.0%,13.2%,,,,,,
4,7,19,19,0,2079,11,36,AreaRegion,273,Prokaryotes,0.0%,0.0%,,,,,,
4,7,19,19,0,2079,11,37,AreaRegion,1456,TopicsCategories,0.0%,0.0%,,,,,,
4,7,19,19,0,2079,11,38,AreaRegion,1159,EconomicSystems,0.0%,0.0%,,,,,,
4,7,19,19,0,2079,11,39,AreaRegion,179,EmergentKnowledge,0.0%,0.0%,,,,,,
4,7,19,19,0,2079,11,40,AreaRegion,652,InquiryMethods,0.0%,0.0%,,,,,,
4,7,19,19,0,2079,11,41,AreaRegion,1799,LearningProcesses,0.0%,0.0%,,,,,,
4,7,19,19,11,2079,11,42,AreaRegion,5524,SocialSystems,0.5%,0.2%,,,,,,
4,7,19,19,11,2079,11,43,AreaRegion,4486,Society,0.5%,0.2%,,,,,,
4,7,19,19,862,2079,11,44,AreaRegion,30947,Artifacts,41.5%,2.8%,,,,,,
4,7,19,19,0,2079,11,45,AreaRegion,2175,FoodDrink,0.0%,0.0%,,,,,,
4,7,19,19,200,2079,11,46,AreaRegion,2063,Facilities,9.6%,9.7%,,,,,,
4,7,19,19,795,2079,11,47,AreaRegion,25534,Products,38.2%,3.1%,,,,,,
4,7,19,19,105,2079,11,48,AreaRegion,3383,PrimarySectorProduct,5.1%,3.1%,,,,,,
4,7,19,19,73,2079,11,49,AreaRegion,19662,SecondarySectorProduct,3.5%,0.4%,,,,,,
4,7,19,19,74,2079,11,50,AreaRegion,3258,TertiarySectorService,3.6%,2.3%,,,,,,
4,7,19,19,0,2079,11,51,AreaRegion,1701,Drugs,0.0%,0.0%,,,,,,
4,9,7,7,0,8063,12,1,Places,560,Times,0.0%,0.0%,,,,,,
4,9,7,7,0,8063,12,2,Places,8142,TimeTypes,0.0%,0.0%,,,,,,
4,9,7,7,0,8063,12,3,Places,7679,EventTypes,0.0%,0.0%,,,,,,
4,9,7,7,0,8063,12,4,Places,881,Chemistry,0.0%,0.0%,,,,,,
4,9,7,7,864,8063,12,5,Places,2675,NaturalMatter,10.7%,32.3%,,,,,,
4,9,7,7,0,8063,12,6,Places,508,AtomsElements,0.0%,0.0%,,,,,,
4,9,7,7,863,8063,12,7,Places,1796,NaturalSubstances,10.7%,48.1%,,,,,,
4,9,7,7,129,8063,12,8,Places,9514,ActionTypes,1.6%,1.4%,,,,,,
4,10,7,7,2851,8063,12,9,Places,7049,SituationTypes,35.4%,40.4%,,,,,,
4,9,7,7,3229,8063,12,14,Places,9159,Forms,40.0%,35.3%,,,,,,
4,9,7,7,2509,8063,12,15,Places,14707,Shapes,31.1%,17.1%,,,,,,
4,9,7,7,1,8063,12,16,Places,959,NaturalPhenomena,0.0%,0.1%,,,,,,
